!SESSION 2024-11-19 18:13:25.124 -----------------------------------------------
eclipse.buildId=2022.2
java.version=11.0.11
java.vendor=Oracle Corporation
BootLoader constants: OS=win32, ARCH=x86_64, WS=win32, NL=en_US
Command-line arguments:  -os win32 -ws win32 -arch x86_64

This is a continuation of log file C:\Users\estel\project\laser-harp-fpga\laser_harp_test\workspace\.metadata\.bak_0.log
Created Time: 2024-11-19 18:13:43.100

!ENTRY com.xilinx.sdk.utils 0 0 2024-11-19 18:13:43.101
!MESSAGE XSCT command with result: [set sdk::sdk_chan tcfchan#0], Result: [null, tcfchan#0]. Thread: Thread-21

!ENTRY com.xilinx.sdk.utils 0 0 2024-11-19 18:13:43.103
!MESSAGE XSCT Command: [setws C:/Users/estel/project/laser-harp-fpga/laser_harp_test/workspace], Thread: Thread-21

!ENTRY com.xilinx.sdk.utils 0 0 2024-11-19 18:13:43.129
!MESSAGE XSCT command with result: [setws C:/Users/estel/project/laser-harp-fpga/laser_harp_test/workspace], Result: [null, ]. Thread: Thread-21

!ENTRY com.xilinx.sdk.utils 0 0 2024-11-19 18:13:44.227
!MESSAGE XSCT Command: [::hsi::utils::init_repo], Thread: Worker-3: Initializing s/w repositories

!ENTRY com.xilinx.sdk.utils 0 0 2024-11-19 18:13:44.909
!MESSAGE XSCT command with result: [::hsi::utils::init_repo], Result: [null, ]. Thread: Worker-3: Initializing s/w repositories

!ENTRY com.xilinx.sdk.utils 0 0 2024-11-19 18:13:44.910
!MESSAGE XSCT Command: [set query_var1 $::env(RDI_DATADIR)], Thread: Worker-3: Initializing s/w repositories

!ENTRY com.xilinx.sdk.utils 0 0 2024-11-19 18:13:44.912
!MESSAGE XSCT command with result: [set query_var1 $::env(RDI_DATADIR)], Result: [null, C:/Xilinx/Vitis/2022.2/data]. Thread: Worker-3: Initializing s/w repositories

!ENTRY com.xilinx.sdk.utils 0 0 2024-11-19 18:13:48.828
!MESSAGE XSCT Command: [platform read {C:/Users/estel/project/laser-harp-fpga/laser_harp_test/workspace/mb_usb_hdmi_top/platform.spr}], Thread: Worker-1: Reading platform

!ENTRY com.xilinx.sdk.utils 0 0 2024-11-19 18:13:49.353
!MESSAGE XSCT command with result: [platform read {C:/Users/estel/project/laser-harp-fpga/laser_harp_test/workspace/mb_usb_hdmi_top/platform.spr}], Result: [null, ]. Thread: Worker-1: Reading platform

!ENTRY com.xilinx.sdk.utils 0 0 2024-11-19 18:13:49.395
!MESSAGE XSCT Command: [platform active {mb_usb_hdmi_top}], Thread: Worker-1: Reading platform

!ENTRY com.xilinx.sdk.utils 0 0 2024-11-19 18:13:49.397
!MESSAGE XSCT command with result: [platform active {mb_usb_hdmi_top}], Result: [null, ]. Thread: Worker-1: Reading platform

!ENTRY com.xilinx.sdk.utils 0 0 2024-11-19 18:13:52.465
!MESSAGE XSCT Command: [platform config -updatehw {C:/Users/estel/project/laser-harp-fpga/laser_harp_test/mb_usb_hdmi_top.xsa}], Thread: Worker-5: Updating hardware platform

!ENTRY com.xilinx.sdk.utils 0 0 2024-11-19 18:13:53.230
!MESSAGE XSCT command with result: [platform config -updatehw {C:/Users/estel/project/laser-harp-fpga/laser_harp_test/mb_usb_hdmi_top.xsa}], Result: [null, ]. Thread: Worker-5: Updating hardware platform

!ENTRY com.xilinx.sdk.utils 1 0 2024-11-19 18:14:00.741
!MESSAGE Tool usage for 'SDX_NO_OP_BUILD' updated to '1'

!ENTRY com.xilinx.sdk.utils 0 0 2024-11-19 18:14:19.801
!MESSAGE XSCT Command: [::hsi::utils::openhw C:/Users/estel/project/laser-harp-fpga/laser_harp_test/workspace/mb_usb_hdmi_top/export/mb_usb_hdmi_top/hw/mb_usb_hdmi_top.xsa], Thread: Worker-1: Building Workspace

!ENTRY com.xilinx.sdk.utils 0 0 2024-11-19 18:14:20.378
!MESSAGE XSCT command with result: [::hsi::utils::openhw C:/Users/estel/project/laser-harp-fpga/laser_harp_test/workspace/mb_usb_hdmi_top/export/mb_usb_hdmi_top/hw/mb_usb_hdmi_top.xsa], Result: [null, ]. Thread: Worker-1: Building Workspace

!ENTRY com.xilinx.sdk.utils 0 0 2024-11-19 18:14:20.385
!MESSAGE XSCT Command: [ ::hsi::utils::set_current_hw_sw C:/Users/estel/project/laser-harp-fpga/laser_harp_test/workspace/mb_usb_hdmi_top/export/mb_usb_hdmi_top/hw/mb_usb_hdmi_top.xsa C:/Users/estel/project/laser-harp-fpga/laser_harp_test/workspace/mb_usb_hdmi_top/export/mb_usb_hdmi_top/sw/mb_usb_hdmi_top/standalone_microblaze_0/system.mss ], Thread: Worker-1: Building Workspace

!ENTRY com.xilinx.sdk.utils 0 0 2024-11-19 18:14:20.400
!MESSAGE XSCT command with result: [ ::hsi::utils::set_current_hw_sw C:/Users/estel/project/laser-harp-fpga/laser_harp_test/workspace/mb_usb_hdmi_top/export/mb_usb_hdmi_top/hw/mb_usb_hdmi_top.xsa C:/Users/estel/project/laser-harp-fpga/laser_harp_test/workspace/mb_usb_hdmi_top/export/mb_usb_hdmi_top/sw/mb_usb_hdmi_top/standalone_microblaze_0/system.mss ], Result: [null, ]. Thread: Worker-1: Building Workspace

!ENTRY com.xilinx.sdk.utils 0 0 2024-11-19 18:14:20.401
!MESSAGE XSCT Command: [::hsi::utils::get_hw_sw_details -json C:/Users/estel/project/laser-harp-fpga/laser_harp_test/workspace/mb_usb_hdmi_top/export/mb_usb_hdmi_top/hw/mb_usb_hdmi_top.xsa C:/Users/estel/project/laser-harp-fpga/laser_harp_test/workspace/mb_usb_hdmi_top/export/mb_usb_hdmi_top/sw/mb_usb_hdmi_top/standalone_microblaze_0/system.mss], Thread: Worker-1: Building Workspace

!ENTRY com.xilinx.sdk.utils 0 0 2024-11-19 18:14:20.407
!MESSAGE XSCT command with result: [::hsi::utils::get_hw_sw_details -json C:/Users/estel/project/laser-harp-fpga/laser_harp_test/workspace/mb_usb_hdmi_top/export/mb_usb_hdmi_top/hw/mb_usb_hdmi_top.xsa C:/Users/estel/project/laser-harp-fpga/laser_harp_test/workspace/mb_usb_hdmi_top/export/mb_usb_hdmi_top/sw/mb_usb_hdmi_top/standalone_microblaze_0/system.mss], Result: [null, {"procname": "microblaze_0",
"version": "5.0",
"ip_type": "PERIPHERAL",
},
"spi_usb": {"hier_name": "spi_usb",
"type": "axi_quad_spi",
"version": "3.2",
"ip_type": "MEMORY_CNTLR",
},
"timer_usb_axi": {"hier_name": "timer_usb_axi",
"type": "axi_timer",
"version": "2.0",
"ip_type": "PERIPHERAL",
},
"xlconcat_0": {"hier_name": "xlconcat_0",
"type": "xlconcat",
"version": "2.1",
"ip_type": "PERIPHERAL",
},
}]. Thread: Worker-1: Building Workspace

!ENTRY com.xilinx.sdk.utils 1 0 2024-11-19 18:14:24.527
!MESSAGE Tool usage for 'SDX_NO_OP_BUILD' updated to '2'

!ENTRY com.xilinx.sdk.utils 0 0 2024-11-19 18:15:07.678
!MESSAGE XSCT Command: [::hsi::utils::get_ps_config_params -json C:/Users/estel/project/laser-harp-fpga/laser_harp_test/workspace/mb_usb_hdmi_top/export/mb_usb_hdmi_top/hw/mb_usb_hdmi_top.xsa], Thread: Worker-1: Launching Debugger_lw_usb-GDB

!ENTRY com.xilinx.sdk.utils 0 0 2024-11-19 18:15:07.692
!MESSAGE XSCT command with result: [::hsi::utils::get_ps_config_params -json C:/Users/estel/project/laser-harp-fpga/laser_harp_test/workspace/mb_usb_hdmi_top/export/mb_usb_hdmi_top/hw/mb_usb_hdmi_top.xsa], Result: [null, {}]. Thread: Worker-1: Launching Debugger_lw_usb-GDB

!ENTRY com.xilinx.sdk.utils 0 0 2024-11-19 18:15:07.693
!MESSAGE XSCT Command: [::hsi::utils::get_all_register_data -json C:/Users/estel/project/laser-harp-fpga/laser_harp_test/workspace/mb_usb_hdmi_top/export/mb_usb_hdmi_top/hw/mb_usb_hdmi_top.xsa microblaze_0], Thread: Worker-1: Launching Debugger_lw_usb-GDB

!ENTRY com.xilinx.sdk.utils 0 0 2024-11-19 18:15:07.798
!MESSAGE XSCT command with result: [::hsi::utils::get_all_register_data -json C:/Users/estel/project/laser-harp-fpga/laser_harp_test/workspace/mb_usb_hdmi_top/export/mb_usb_hdmi_top/hw/mb_usb_hdmi_top.xsa microblaze_0], Result: [null, {"axi_uartlite_0": {"RX_FIFO": {"description": "Receive data FIFO",
"address_offset": "0x0",
"access": "read-only",
"size": "32",
"interface": "S_AXI",
"fields": {"RX_DATA": {"access": "read-only",
"bit_offset": "0",
"bit_range": "",
"bit_width": "8",
"desc": "UART Receive Data
",
"enum_values": "",
"lsb": "",
"mod_write_val": "",
"msb": "",
"read_action": "",
},
},
"memoryAddr": 1080033280,
},
"TX_FIFO": {"description": "Transmit data FIFO",
"address_offset": "0x4",
"access": "write-only",
"size": "32",
"interface": "S_AXI",
"fields": {"TX_DATA": {"access": "write-only",
"bit_offset": "0",
"bit_range": "",
"bit_width": "8",
"desc": "UART Transmit Data
",
"enum_values": "",
"lsb": "",
"mod_write_val": "",
"msb": "",
"read_action": "",
},
},
"memoryAddr": 1080033284,
},
"CTRL_REG": {"description": "UART Lite control register",
"address_offset": "0xC",
"access": "write-only",
"size": "32",
"interface": "S_AXI",
"fields": {"RST_TXFIFO": {"access": "write-only",
"bit_offset": "0",
"bit_range": "",
"bit_width": "1",
"desc": "Reset/clear the transmit FIFO
Writing a 1 to this bit position clears the transmit FIFO
  0 - Do nothing
  1 - Clear the transmit FIFO
",
"enum_values": "",
"lsb": "",
"mod_write_val": "",
"msb": "",
"read_action": "",
},
"RST_RXFIFO": {"access": "write-only",
"bit_offset": "1",
"bit_range": "",
"bit_width": "1",
"desc": "Reset/clear the receive FIFO
Writing a 1 to this bit position clears the receive FIFO
  0 - Do nothing
  1 - Clear the receive FIFO
",
"enum_values": "",
"lsb": "",
"mod_write_val": "",
"msb": "",
"read_action": "",
},
"Enable_Intr": {"access": "write-only",
"bit_offset": "4",
"bit_range": "",
"bit_width": "1",
"desc": "Enable interrupt for the AXI UART Lite
  0 - Disable interrupt signal
  1 - Enable interrupt signal
",
"enum_values": "",
"lsb": "",
"mod_write_val": "",
"msb": "",
"read_action": "",
},
},
"memoryAddr": 1080033292,
},
"STAT_REG": {"description": "UART Lite status register",
"address_offset": "0x8",
"access": "read-only",
"size": "32",
"interface": "S_AXI",
"fields": {"RX_FIFO_Valid_Data": {"access": "read-only",
"bit_offset": "0",
"bit_range": "",
"bit_width": "1",
"desc": "Indicates if the receive FIFO has data.
  0 - Receive FIFO is empty
  1 - Receive FIFO has data
",
"enum_values": "",
"lsb": "",
"mod_write_val": "",
"msb": "",
"read_action": "",
},
"RX_FIFO_Full": {"access": "read-only",
"bit_offset": "1",
"bit_range": "",
"bit_width": "1",
"desc": "Indicates if the receive FIFO is full.
  0 - Receive FIFO is not full
  1 - Receive FIFO is full
",
"enum_values": "",
"lsb": "",
"mod_write_val": "",
"msb": "",
"read_action": "",
},
"TX_FIFO_Empty": {"access": "read-only",
"bit_offset": "2",
"bit_range": "",
"bit_width": "1",
"desc": "Indicates if the transmit FIFO is empty.
  0 - Transmit FIFO is not empty
  1 - Transmit FIFO is empty
",
"enum_values": "",
"lsb": "",
"mod_write_val": "",
"msb": "",
"read_action": "",
},
"TX_FIFO_Full": {"access": "read-only",
"bit_offset": "3",
"bit_range": "",
"bit_width": "1",
"desc": "Indicates if the transmit FIFO is full.
  0 - Transmit FIFO is not full
  1 - Transmit FIFO is full
",
"enum_values": "",
"lsb": "",
"mod_write_val": "",
"msb": "",
"read_action": "",
},
"Intr_Enabled": {"access": "read-only",
"bit_offset": "4",
"bit_range": "",
"bit_width": "1",
"desc": "Indicates that interrupts is enabled.
  0 - Interrupt is disabled
  1 - Interrupt is enabled
",
"enum_values": "",
"lsb": "",
"mod_write_val": "",
"msb": "",
"read_action": "",
},
"Overrun_Error": {"access": "read-only",
"bit_offset": "5",
"bit_range": "",
"bit_width": "1",
"desc": "Indicates that a overrun error has occurred after the last time the status register was read. Overrun is when a new character has been received but the receive FIFO is full. The received character is ignored and not written into the receive FIFO. This bit is cleared when the status register is read.      0 - No overrun error has occurred      1 - Overrun error has occurred
",
"enum_values": "",
"lsb": "",
"mod_write_val": "",
"msb": "",
"read_action": "",
},
"Frame_Error": {"access": "read-only",
"bit_offset": "6",
"bit_range": "",
"bit_width": "1",
"desc": "Indicates that a frame error has occurred after the last time the status register was read. Frame error is defined as detection of a stop bit with the value 0. The receive character is ignored and not written to the receive FIFO. This bit is cleared when the status register is read.      0 - No frame error has occurred   1 - Frame error has occurred
",
"enum_values": "",
"lsb": "",
"mod_write_val": "",
"msb": "",
"read_action": "",
},
"Parity_Error": {"access": "read-only",
"bit_offset": "7",
"bit_range": "",
"bit_width": "1",
"desc": "Indicates that a parity error has occurred after the last time the status register was read. If the UART is configured without any parity handling, this bit is always 0. The received character is written into the receive FIFO. This bit is cleared when the status register is read.      0 - No parity error has occurred      1 - Parity error has occurred
",
"enum_values": "",
"lsb": "",
"mod_write_val": "",
"msb": "",
"read_action": "",
},
},
"memoryAddr": 1080033288,
},
},
"gpio_usb_int": {"GPIO_DATA": {"description": "Channel-1 AXI GPIO Data register",
"address_offset": "0x0",
"access": "read-write",
"size": "1",
"interface": "S_AXI",
"fields": {"Channel_1_GPIO_DATA": {"access": "read-write",
"bit_offset": "0",
"bit_range": "",
"bit_width": "1",
"desc": "AXI GPIO Data Register.
For each I/O bit programmed as input
  R - Reads value on the input pin.
  W - No effect.
For each I/O bit programmed as output
  R - Reads value on GPIO_O pins
  W - Writes value to the corresponding AXI GPIO 
      data register bit and output pin
",
"enum_values": "",
"lsb": "",
"mod_write_val": "",
"msb": "",
"read_action": "",
},
},
"memoryAddr": 1073807360,
},
"GPIO_TRI": {"description": "Channel-1 AXI GPIO 3-State Control register",
"address_offset": "0x4",
"access": "read-write",
"size": "1",
"interface": "S_AXI",
"fields": {"Channel_1_GPIO_TRI": {"access": "read-write",
"bit_offset": "0",
"bit_range": "",
"bit_width": "1",
"desc": "AXI GPIO 3-State Control Register
Each I/O pin of the AXI GPIO is individually programmable as an input or output   For each of the bits     0 - I/O pin configured as output     1 - I/O pin configured as input
",
"enum_values": "",
"lsb": "",
"mod_write_val": "",
"msb": "",
"read_action": "",
},
},
"memoryAddr": 1073807364,
},
"GPIO2_DATA": {"description": "Channel-2 AXI GPIO Data register",
"address_offset": "0x8",
"access": "read-write",
"size": "32",
"interface": "S_AXI",
"fields": {"Channel_2_GPIO_DATA": {"access": "read-write",
"bit_offset": "0",
"bit_range": "",
"bit_width": "32",
"desc": "AXI GPIO Data Register.
For each I/O bit programmed as input
  R - Reads value on the input pin.
  W - No effect.
For each I/O bit programmed as output
  R - Reads value on GPIO_O pins
  W - Writes value to the corresponding AXI GPIO 
      data register bit and output pin
",
"enum_values": "",
"lsb": "",
"mod_write_val": "",
"msb": "",
"read_action": "",
},
},
"memoryAddr": 1073807368,
},
"GPIO2_TRI": {"description": "Channel-2 AXI GPIO 3-State Control register",
"address_offset": "0xC",
"access": "read-write",
"size": "32",
"interface": "S_AXI",
"fields": {"Channel_2_GPIO_TRI": {"access": "read-write",
"bit_offset": "0",
"bit_range": "",
"bit_width": "32",
"desc": "AXI GPIO 3-State Control Register
Each I/O pin of the AXI GPIO is individually programmable as an input or output   For each of the bits     0 - I/O pin configured as output     1 - I/O pin configured as input
